PC,Region,Corr_Visual,Pval_Visual,Corr_Auditory,Pval_Auditory,Corr_Interaction,Pval_Interaction,region_vis_prob,region_vis_prob_va
PC_0,7Networks_LH_Default_PFC_4,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.5625
PC_0,7Networks_LH_Default_PFC_5,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.5625
PC_0,7Networks_LH_Default_PFC_6,-0.4791825927170037,5.42213477207726e-13,0.8323998660180797,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.5625
PC_0,7Networks_LH_Default_PFC_7,-0.47918259271700375,5.42213477207726e-13,0.8323998660180797,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.35,0.5625
PC_0,7Networks_LH_Default_pCunPCC_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.5333333333333333
PC_0,7Networks_LH_Default_pCunPCC_2,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.5333333333333333
PC_0,7Networks_RH_Vis_1,0.4791825927170037,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_2,0.47918259271700375,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_3,0.47918259271700375,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_4,0.4791825927170038,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_5,0.4791825927170037,5.42213477207726e-13,-0.8323998660180797,4.309147378319732e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_6,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_7,0.4791825927170037,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_Vis_8,0.4791825927170037,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.95,0.625
PC_0,7Networks_RH_SomMot_1,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_2,-0.4791825927170038,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382376,1.3993180034238187e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_3,-0.4791825927170037,5.42213477207726e-13,0.8323998660180796,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_4,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_5,-0.47918259271700375,5.42213477207726e-13,0.8323998660180797,4.309147378319732e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_6,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382376,1.3993180034238187e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_7,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_SomMot_8,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.38888888888888884,0.9333333333333332
PC_0,7Networks_RH_DorsAttn_Post_1,0.4791825927170037,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.75,0.5
PC_0,7Networks_RH_DorsAttn_Post_2,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382377,1.3993180034238187e-23,0.75,0.5
PC_0,7Networks_RH_DorsAttn_Post_3,-0.4791825927170037,5.42213477207726e-13,0.8323998660180797,4.309147378319732e-42,-0.6679521146382377,1.3993180034238187e-23,0.75,0.5
PC_0,7Networks_RH_DorsAttn_Post_4,0.4791825927170037,5.42213477207726e-13,-0.8323998660180796,4.309147378319732e-42,0.6679521146382374,1.3993180034239054e-23,0.75,0.5
PC_0,7Networks_RH_DorsAttn_Post_5,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.75,0.5
PC_0,7Networks_RH_DorsAttn_PrCv_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.75,0.5333333333333333
PC_0,7Networks_RH_DorsAttn_FEF_1,-0.4791825927170037,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.75,0.35714285714285715
PC_0,7Networks_RH_SalVentAttn_TempOccPar_1,0.4791825927170037,5.42213477207726e-13,-0.8323998660180798,4.309147378319267e-42,0.6679521146382374,1.3993180034239054e-23,0.4,0.9473684210526315
PC_0,7Networks_RH_SalVentAttn_TempOccPar_2,-0.47918259271700375,5.42213477207726e-13,0.8323998660180798,4.309147378319267e-42,-0.6679521146382374,1.3993180034239054e-23,0.4,0.9473684210526315
